1.221799	2.579040	3.549127	3.437543	4.022232	-1.279248	2.109057	0.575609	-1.857839	-0.231085	0.208984	-0.138704	
1.396369	2.192817	1.986773	3.521404	5.590747	-2.143249	-0.051545	-0.124670	-0.909469	-1.072883	-0.336922	-0.044643	
1.187837	2.590984	2.022053	3.883331	5.766474	-1.813764	0.200980	-0.285459	-0.377142	-0.950077	-0.100900	-0.377089	
1.217572	2.899500	1.611133	3.851797	6.084386	-1.948010	0.373729	-0.161582	-0.049607	-1.021027	-0.134279	-0.280541	
1.206330	2.935252	1.725592	3.856523	6.533092	-2.050193	0.129399	-0.149423	0.183028	-0.565654	-0.497650	-0.351925	
1.400851	2.787321	2.695350	3.479888	3.499313	0.785346	2.377768	-0.710196	1.440267	-0.214066	0.361533	-0.009703	
1.669933	2.592942	3.462340	3.944360	4.287358	1.456862	0.696145	0.357597	1.034125	0.085706	-0.087177	-0.149930	
1.739863	3.273837	2.843397	3.538901	4.473845	0.630097	0.810955	-1.481490	1.294977	-0.282041	-0.267871	-0.306712	
1.508711	2.943879	2.052548	3.802898	4.640967	0.461022	0.863040	-1.363166	1.964214	0.322535	-0.123535	-0.273977	
1.671336	2.848514	2.712966	3.100289	4.923636	0.504593	0.247204	-0.795158	1.339064	-0.393165	-0.182633	-0.318728	
1.819203	2.642584	2.026416	3.782625	4.527267	1.078044	0.153702	0.061953	1.072465	0.058709	-0.181981	-0.293371	
1.868681	2.667713	2.467210	3.492444	4.820292	-0.015520	0.313246	-0.721547	1.319631	-0.054984	-0.411931	-0.223028	
1.763496	2.865601	2.371264	2.386603	5.501007	-0.127944	0.557990	-0.410289	0.847382	0.006651	-0.408236	-0.189859	
1.836343	2.856206	1.529270	2.162712	6.027038	-0.215077	1.241347	-0.040824	1.501511	0.007609	-0.455350	-0.136926	
1.886091	2.400466	2.316230	3.119418	4.757168	-0.183765	0.503313	-0.563760	1.374740	0.041611	-0.534019	-0.186539	
1.705568	2.379766	1.583090	2.596919	6.608625	0.257952	0.581412	-0.047419	1.404387	0.597815	-0.337543	-0.202589	
1.629815	2.768285	1.818633	3.106826	5.612573	1.024046	0.217908	-0.211659	0.933179	-0.014766	0.172359	-0.344951	
2.004188	1.680959	0.399953	2.474581	6.054444	1.361415	-0.153615	0.426777	0.657916	0.606104	-0.316085	-0.200685	
1.658978	2.717679	1.476641	2.768523	6.287903	0.021057	-0.397204	0.028897	0.939072	-0.202072	-0.042338	-0.426662	
1.575738	3.159802	2.079665	3.378021	6.461534	-0.740830	-0.197522	0.461363	0.565855	-0.247702	-0.604712	-0.463680	
2.051043	1.756634	0.301889	2.831862	5.247316	0.704240	0.132965	-0.451824	1.353525	-0.261234	-0.459963	-0.248463	
1.844850	2.436376	-0.210642	2.528276	5.338522	-0.163424	-0.128283	-1.097793	1.101052	-0.573131	-0.305321	-0.300659	
2.070347	2.265893	0.494895	3.254323	4.783826	0.401901	-1.143838	-0.441547	0.618599	-0.287012	-0.385343	-0.239054	
1.957975	2.395385	0.599459	3.056704	5.587948	0.636210	-0.820807	-0.547533	0.804049	-0.718510	-0.344552	-0.438064	
1.891060	2.605037	0.227878	2.611094	5.723304	0.357715	-0.698418	-0.498991	0.490131	-0.607841	-0.471985	-0.485432	
1.896031	1.374506	1.342358	4.216679	3.726264	0.386214	0.383117	0.742012	1.115929	0.446784	-0.434654	-0.235706	
1.771952	1.817428	0.657643	3.616863	3.848223	0.633173	0.225215	-0.362516	0.648818	-0.094360	-0.204762	-0.254598	
