2.517698	0.935017	-0.818814	3.058562	0.722988	-0.291162	-1.788579	-3.511288	0.168830	-0.015161	0.216687	-0.547555	
2.437809	-0.104350	-0.704052	4.546482	-0.478598	-1.110474	-1.364493	-3.446675	-1.094764	0.472450	0.390372	-0.859670	
2.350005	-0.033527	-0.696068	4.838780	-0.616304	-1.539857	-1.446298	-3.705346	-0.997605	0.082713	0.471316	-0.967065	
2.439785	0.046756	-0.918638	4.063118	-0.551458	-0.864157	-0.711093	-3.677380	-0.844957	0.308756	0.670994	-0.791982	
2.431612	0.019428	-1.014209	4.218213	-0.277921	-0.298963	-0.205257	-3.073870	-0.905584	0.171344	0.458364	-0.899708	
2.559086	0.960286	-0.202370	2.791218	1.698280	-0.830754	-1.982291	-3.344736	-0.082156	-0.206469	-0.219848	-0.537322	
2.646461	0.749433	-0.587997	3.007252	1.548179	-0.835510	-1.281177	-3.559069	-0.277932	-0.243581	0.136314	-0.499870	
2.571107	0.585592	-0.304158	2.321562	1.736971	-1.314526	-0.842082	-3.880131	-0.469582	-0.576544	-0.192863	-0.409828	
2.489640	0.902089	-0.240880	2.481741	1.965627	-1.016238	-1.566673	-2.881330	-0.197968	-0.437743	-0.271445	-0.430739	
2.537891	1.186642	-0.355636	1.977349	2.351683	-0.415901	-1.503344	-3.372363	-0.471239	-1.010520	-0.421673	-0.360922	
2.292339	1.788872	0.304624	1.414900	1.240583	0.190088	-1.108142	-1.757796	-0.571122	-1.014240	-0.183748	-0.069441	
2.499248	1.217846	-0.919128	1.858457	1.358296	-1.019132	-1.214077	-3.288518	-0.069943	-1.170435	0.028316	-0.137312	
2.571138	1.061812	-0.807069	1.758713	1.442779	-0.488846	-1.530628	-2.952654	-0.472956	-1.304452	-0.331228	-0.062678	
2.521163	1.112135	-0.662006	1.824061	1.978420	-0.375810	-1.632467	-2.991847	-0.387889	-1.097980	-0.307628	-0.143357	
2.566637	1.615913	-0.346207	1.899222	1.327194	-0.543864	0.101652	-3.637495	-0.583630	-1.339507	0.024258	-0.358013	
2.789823	0.728440	-0.960884	1.436816	0.319852	0.132880	-0.745057	-3.513965	-0.354274	-0.385188	-0.293188	-0.432582	
2.880905	0.677641	-0.784366	1.799432	0.025433	-0.460349	0.129429	-4.059626	-0.687844	-0.142456	0.069218	-0.608286	
2.871125	0.506093	-1.044424	2.759224	0.551700	-0.509777	-1.159469	-3.313471	-0.790097	-0.415450	-0.121146	-0.471719	
2.665485	0.786397	-0.562726	2.335955	0.900606	-0.714119	-0.492612	-3.683543	-0.237251	-0.554517	0.099162	-0.337504	
2.592042	1.266413	-0.168902	2.168998	1.675952	-0.749516	-1.503063	-2.693592	-0.199171	-0.598776	-0.172152	-0.206757	
2.642454	1.052010	-0.770261	1.981312	1.184921	0.287436	-2.143010	-3.244454	-0.408407	-0.375335	-0.093010	-0.198562	
2.819168	1.068927	-1.787406	2.263890	0.933303	-0.364938	-1.739093	-3.411389	-0.608985	-0.734435	0.052796	-0.455179	
2.882964	0.949070	-1.199168	1.678812	0.746481	-0.335938	-1.473557	-3.216695	-0.884796	-0.899916	-0.425027	-0.404470	
2.416528	1.497722	-0.512171	1.547744	0.459592	-0.567074	-2.009162	-2.624656	-0.482809	-1.250129	-0.384683	-0.210420	
2.238197	1.894658	-0.096357	1.980270	0.156944	-0.419072	-1.258187	-1.496199	0.018011	-1.278862	-0.308035	-0.186549	
2.726771	1.220941	0.823766	1.620460	0.969325	-0.402226	-0.893762	-2.333684	-0.672223	-0.200732	-0.154552	-0.156260	
2.784396	1.007543	-0.450273	1.989607	1.410454	-1.059957	-1.743323	-2.185041	-0.551824	-0.757875	-0.378853	-0.115245	
2.660399	1.234834	0.170936	1.944544	0.514309	-0.957304	-1.827456	-2.056897	-0.728444	-0.727542	-0.377262	-0.131835	
2.342283	1.284002	-0.024423	2.944831	-0.377237	0.319218	-0.587568	-1.948085	-0.633900	-0.405605	-0.011542	-0.206272	
2.446510	1.666666	0.889378	3.002454	-1.014689	-0.620001	-0.800127	-2.574385	-0.401751	0.099076	0.143339	-0.276377	
2.652614	0.625619	-1.809201	1.522502	-0.290683	-0.991207	-1.551880	-3.104495	-0.963808	-0.952983	0.047689	-0.121905	
2.689627	-0.437260	-0.965574	1.383220	-0.999694	-0.678662	-2.050372	-3.504891	-1.143438	-0.048760	-0.335350	-0.079567	
2.559613	-0.225787	-1.917227	1.800808	-0.620762	-1.739796	-2.251443	-3.317585	-0.870252	-0.590416	0.006859	-0.101857	
2.904871	0.322462	-0.991567	0.898022	0.123707	-1.761175	-2.577190	-1.798389	-1.191204	-0.968907	-0.341281	0.140869	
2.652226	0.878107	-1.059223	1.214772	-0.280574	-1.708265	-1.888016	-2.654967	-1.126282	-0.896278	-0.045385	-0.002584	
2.618205	0.214389	-0.702577	1.068165	0.593137	-0.006529	-2.118966	-3.796267	-0.985939	-0.521765	-0.459263	-0.214291	
2.587949	0.473697	-0.076279	0.980683	-0.571901	-0.852865	-1.676777	-3.753212	-1.024656	-0.102176	-0.194482	-0.221013	
2.919929	-0.418901	-0.012146	1.405189	0.175101	-0.940282	-2.410613	-3.256130	-1.379576	-0.770889	-0.809130	-0.187418	
2.816708	0.888541	-0.018028	0.367218	-0.176668	-0.454433	-1.811475	-2.308838	-1.270872	-1.117996	-0.661337	-0.122568	
2.651815	0.899905	-0.091921	0.286716	0.356369	-0.522028	-2.131869	-2.455590	-0.973708	-1.351446	-0.824435	-0.145053	
2.573616	1.410618	0.484363	2.417019	-0.435889	-1.160780	-0.515175	-1.405327	-1.289639	-0.326469	0.324793	-0.005907	
2.501595	1.243453	-0.655884	2.373906	0.429221	-0.743421	-1.261333	-1.912663	-0.467465	-0.494558	0.193992	-0.037709	
2.520104	1.268335	-1.308462	2.462823	0.149469	-0.021761	-1.511259	-2.321501	-0.591964	-0.935052	0.077639	-0.083620	
2.378965	1.816347	-0.806897	2.362591	0.562439	0.170081	-1.237307	-1.524859	-0.448094	-1.386885	-0.177435	-0.043138	
2.446184	2.227869	0.001630	2.311470	1.238705	-1.133655	-1.770292	-1.518772	-0.581362	-1.144366	-0.698066	-0.328595	
2.468559	0.979582	0.002972	1.941291	1.529026	-0.289079	-1.436157	-1.464453	-0.648115	-0.604742	-0.091601	0.090002	
2.299621	1.229953	-0.461931	2.338513	0.640353	-0.165952	-0.693314	-2.002249	-0.550648	-0.940004	0.173054	0.008586	
2.266625	2.070289	0.421550	2.066972	0.202032	-0.868052	-1.119004	-2.134793	0.146622	-0.941938	-0.094794	-0.235764	
2.501576	1.785673	0.558909	1.996122	-0.000855	-0.621177	-0.628759	-1.682141	-1.227489	-1.142809	-0.264601	-0.096202	
2.342005	1.782546	0.584039	2.487854	-0.612464	-0.608051	-0.415984	-1.911740	-0.835371	-0.937566	-0.057596	-0.192064	
2.137930	2.666062	2.785972	1.913604	1.141659	-0.747966	1.023406	-0.409826	0.113494	-0.844514	-0.328777	-0.132350	
2.731861	1.082925	0.421489	1.709453	1.785515	-2.055046	0.162885	-2.608674	0.066910	-0.155701	-0.393226	-0.207364	
2.556998	0.967646	-0.286422	1.784109	1.895225	-2.111780	-1.110985	-2.682453	0.003917	-0.370587	-0.260355	-0.192570	
2.486710	1.758466	0.179516	0.777067	1.059318	-0.214289	-1.028796	-1.663102	-0.002856	-0.964307	-0.428299	-0.175109	
2.579988	1.587976	0.184771	1.564929	1.432266	-1.432777	1.051046	-1.649759	-0.138569	-0.950744	-0.267912	-0.080528	
2.256784	2.196879	1.846255	2.306851	2.929460	-1.152927	0.048987	-1.219489	0.451424	0.199814	-0.494316	-0.178128	
2.806074	0.479120	-0.178491	2.937827	1.334673	-3.001162	-0.296683	-2.493746	-0.356342	-0.303220	0.237373	-0.280617	
2.767514	0.543755	-0.347751	2.639868	1.294582	-1.743640	-0.727356	-2.706316	-0.289108	-0.379568	-0.079465	-0.358512	
2.631280	0.895300	0.067447	2.084795	1.563761	-2.005600	-0.732286	-2.702768	-0.147801	-0.733099	-0.406698	-0.181781	
2.761274	1.462880	0.077770	1.704002	1.027132	-1.732360	-0.671799	-2.420267	-0.342197	-1.199088	-0.547775	-0.199775	
2.627365	1.072510	0.153912	2.019755	1.781655	-1.891889	-0.262960	-2.456564	-0.340166	0.011100	0.041121	-0.265155	
2.408625	1.378277	0.382324	1.786947	1.825740	-1.452771	-0.730194	-2.068626	-0.504724	-0.085160	-0.118946	-0.245632	
2.429681	1.468519	-0.175776	1.021311	2.255552	-0.740974	-0.545391	-2.284233	-0.077315	-0.413936	-0.234892	-0.207330	
2.704348	1.693618	-0.010236	1.010241	1.622369	-1.097178	0.083867	-2.569862	0.406162	-1.163238	-0.632602	-0.218957	
